id	trial	island	attack_direction	attack_angle	species	climbing_style	regime	order	location	year	weight	standard_length	max_height	max_width	ped_height	ped_width	fineness	response	latency	S1 Duration	Escape_Angle_S1	escape_angle_31	max_vel	max_accel	Age
ss_2017_14_ca	2	Hawaii	Caudal	179.21	Sicyopterus_stimpsoni	inching	constant		nanue1	2017	3.175	59.9	9.6	10.1	6	1.6	6.239583333	1	97	17	49.67	19.58	98.9375239	1300.903584	adult
ss_2017_15_cr	3	Hawaii	Cranial	1.44	Sicyopterus_stimpsoni	inching	constant		nanue1	2017	1.555	51.5	7.8	7.6	4.8	1.7	6.602564103	1	81	23	134.43		88.33840217	2825.349556	adult
ss_2017_16_ca	3	Hawaii	Caudal		Sicyopterus_stimpsoni	inching	constant		nanue1	2017	1.9	53.2	8	8.5	5.5	2	6.65	0							adult
ss_2017_17_cr	1	Hawaii	Cranial	4.29	Sicyopterus_stimpsoni	inching	constant		nanue1	2017	1.07	41.3	6.8	7.1	4.5	1.8	6.073529412	1	81	22	75.82	79.65	51.52587489	142.7540071	adult
ss_2017_18_la	1	Hawaii	Lateral		Sicyopterus_stimpsoni	inching	constant		nanue1	2017	1.35	47.9	7.3	7	4.4	2.3	6.561643836	0							adult
ss_2017_19_cr	2	Hawaii	Cranial	1.92	Sicyopterus_stimpsoni	inching	constant		nanue1	2017	3.765	62.8	10.8	10.3	6.3	3	5.814814815	1	80	32	114.66	112.68	71.14872012	1100.245846	adult
ss_2017_20_cr	2	Hawaii	Cranial	3.95	Sicyopterus_stimpsoni	inching	constant		nanue1	2017	1.11	42	6.5	6.9	3.8	2	6.461538462	1	86	26	110.42	106.5	114.2066253	1877.376826	adult
ss_2017_21_cr	1	Hawaii	Cranial	9.73	Sicyopterus_stimpsoni	inching	constant		nanue1	2017	2.07	52.9	7.9	8	5	1.9	6.696202532	1	96	31	134.35	134.56	82.47130289	686.0545487	adult
ss_2017_22_la	2	Hawaii	Lateral		Sicyopterus_stimpsoni	inching	constant		nanue1	2017	4.2	71.1	11	9.7	6.8	2.6	6.463636364	0							adult
ss_2017_23_la	1	Hawaii	Lateral		Sicyopterus_stimpsoni	inching	constant		nanue1	2017	3.31	64.1	9.7	9	6.1	1.9	6.608247423	0							adult
ss_2017_24_ca	3	Hawaii	Caudal	176.33	Sicyopterus_stimpsoni	inching	constant		nanue1	2017	2.025	61.7	8.1	7.5	4.8	2.1	7.617283951	1	86	22	90.65	94.95	94.23285759	1000.753029	adult
ss_2017_25_la	2	Hawaii	Lateral		Sicyopterus_stimpsoni	inching	constant		nanue1	2017	2.075	53.3	8.2	8.6	5.2	1.9	6.5	0							adult
ss_2017_26_ca	3	Hawaii	Caudal		Sicyopterus_stimpsoni	inching	constant		nanue1	2017	4.13	63.5	10.7	10.6	6.6	2.5	5.934579439	0							adult
ss_2017_27_la	2	Hawaii	Lateral		Sicyopterus_stimpsoni	inching	constant		nanue1	2017		62.3	9.9	10.3	6.5	2.4	6.292929293	0							adult
ss_2017_01_ca	1	Hawaii	Caudal	172.12	Sicyopterus_stimpsoni	inching	free		nanue2	2017	2.93	61.1	10	8.9	6.3	2.2	6.11	1	102	16	38.8		72.34288831	1436.003432	adult
ss_2017_02_ca	3	Hawaii	Caudal	162.79	Sicyopterus_stimpsoni	inching	free		nanue2	2017	2.88	56.4	8.8	9.5	6.1	3.3	6.409090909	1	102	16	52.66		67.70220007	1939.583025	adult
ss_2017_03_ca	2	Hawaii	Caudal	174.97	Sicyopterus_stimpsoni	inching	free		nanue2	2017	1.47	44	6.5	7	4.3	1.5	6.769230769	1	77	14	30.92	32.86	103.367921	2328.206152	adult
ss_2017_04_la	1	Hawaii	Lateral	63.92	Sicyopterus_stimpsoni	inching	free		nanue2	2017	2.295	58.7	8.4	9	5.7	3	6.988095238	1	62	29	93.51	93.51	106.5660266	1626.590552	adult
ss_2017_05_cr	1	Hawaii	Cranial		Sicyopterus_stimpsoni	inching	free		nanue2	2017	3.66	60.5	9.3	10.9	6.3	2.8	6.505376344	0							adult
ss_2017_06_la	2	Hawaii	Lateral		Sicyopterus_stimpsoni	inching	free		nanue2	2017	3.98	64.6	10	9.5	7.1	2.5	6.46	0							adult
ss_2017_07_la	1	Hawaii	Lateral		Sicyopterus_stimpsoni	inching	free		nanue2	2017	4.04	66.9	10.6	10.3	7.2	3.3	6.311320755	0							adult
ss_2017_28_cr	2	Hawaii	Cranial	3.02	Sicyopterus_stimpsoni	inching	free		nanue2	2017	1.2	46.9	6.2	7.6	4.9	2	7.564516129	1	84	26	87.05	87.87	57.03509801	162.1337403	adult
ss_2017_29_cr	2	Hawaii	Cranial		Sicyopterus_stimpsoni	inching	free		nanue2	2017	7.68	88.7	12.6	13.1	10.3	3.9	7.03968254	0							adult
sh_2016_01_la	1	Hawaii	Lateral	92.5698	Stenogobius_hawaiiensis	none	constant		waikea	2016	2.53	59.071	11.495	9.419	6.258	2.398	5.138842975	1		30	70.1489	125.7026	121.4625977	2286.700421	adult
sh_2016_02_cr	1	Hawaii	Cranial	0.5707	Stenogobius_hawaiiensis	none	constant		waikea	2016	3.96	61.889	12.388	11.607	6.419	2.534	4.995883113	1		19	125.7026	53.0428	64.99485615	1070.149815	adult
sh_2016_03_ca	1	Hawaii	Caudal	166.2589	Stenogobius_hawaiiensis	none	constant		waikea	2016	4.16	67.297	10.975	11.542	6.093	2.57	6.131845103	1		19	45.6834	41.1566	127.2960421	2326.784544	adult
sh_2016_04_cr	1	Hawaii	Cranial		Stenogobius_hawaiiensis	none	constant		waikea	2016	2.86	64.724	12.31	10.278	6.188	2.393	5.257839155	1							adult
sh_2016_05_la	1	Hawaii	Lateral	108.8536	Stenogobius_hawaiiensis	none	constant		waikea	2016	4.92	69.007	13.944	11.021	6.947	3.119	4.948866896	1		18	57.4824	54.7779	78.29190849	476.2903601	adult
sh_2016_06_cr	1	Hawaii	Cranial	7.3148	Stenogobius_hawaiiensis	none	constant		waikea	2016	1.53	48.482	9.635	9.167	4.716	1.66	5.031862999	1		30	85.2725	85.2725	75.34503298	1775.071106	adult
sh_2016_07_cr	1	Hawaii	Cranial	10.2455	Stenogobius_hawaiiensis	none	constant		waikea	2016	3.93	63.592	12.081	10.529	5.682	2.03	5.263802665	1		61	38.9648	17.5616	33.90521974	215.6876466	adult
sh_2016_08_cr	1	Hawaii	Cranial	27.9814	Stenogobius_hawaiiensis	none	constant		waikea	2016	3.02	56.125	11.37	10.74	5.522	2.759	4.936235708	1		46	66.1382	52.2159	55.22089247	553.314172	adult
sh_2016_09_ca	1	Hawaii	Caudal	170.1932	Stenogobius_hawaiiensis	none	constant		waikea	2016	2.84	58.162	11.236	10.267	5.648	1.417	5.176397294	1		19	62.6109	58.4398	76.03785748	895.1174263	adult
sh_2016_10_ca	1	Hawaii	Caudal	170.7886	Stenogobius_hawaiiensis	none	constant		waikea	2016	2.69	56.865	10.953	10.343	5.676	1.837	5.191728294	1		16	55.2089	51.3798	78.52599066	1225.123078	adult
sh_2016_11_ca	1	Hawaii	Caudal		Stenogobius_hawaiiensis	none	constant		waikea	2016	2.89	63.137	12.196	9.08	5.83	1.905	5.176861266	0							adult
sh_2016_12_la	1	Hawaii	Lateral	109.8039	Stenogobius_hawaiiensis	none	constant		waikea	2016	3.76	68.679	13.825	10.094	7.073	1.931	4.967739602	1		53	38.8198	25.5632	42.27561786	362.6733545	adult
sh_2016_13_la	1	Hawaii	Lateral	106.3061	Stenogobius_hawaiiensis	none	constant		waikea	2016	2.48	63.667	11.99	9.672	6.386	1.853	5.31000834	1		21	76.2812	81.1569	66.46255583	249.6080909	adult
sh_2016_14_la	1	Hawaii	Lateral	115.5261	Stenogobius_hawaiiensis	none	constant		waikea	2016	2.11	59.541	11.327	8.949	5.913	1.887	5.256555134	1		42	34.6801	26.5916	27.49825525	36.5172696	adult
sh_2016_15_ca	1	Hawaii	Caudal		Stenogobius_hawaiiensis	none	constant		waikea	2016	2.51	66.728	12.417	9.159	6.553	1.646	5.373922848	0							adult
sh_2016_16_la	1	Hawaii	Caudal	136.7512	Stenogobius_hawaiiensis	none	constant		waikea	2016	3.01	61.392	11.355	8.853	5.645	2.35	5.40660502	1		32	62.4991	61.6872	52.97030834	935.8430436	adult
sh_2016_17_cr	1	Hawaii	Cranial		Stenogobius_hawaiiensis	none	constant		waikea	2016	3.78	65.023	13.223	9.818	6.802	2.399	4.917416623	0							adult
sh_2016_18_cr	1	Hawaii	Cranial	1.6383	Stenogobius_hawaiiensis	none	constant		waikea	2016	5.56	69.532	13.543	12.103	7.159	2.158	5.134165251	1		28	74.694	75.6768	74.1796494	920.315711	adult
sh_2016_19_la	1	Hawaii	Lateral	106.6612	Stenogobius_hawaiiensis	none	constant		waikea	2016	2.37	61.598	11.793	8.381	5.858	1.575	5.22326804	1		43	44.0654	40.0395	35.62139632	157.3375642	adult
sh_2016_20_ca	1	Hawaii	Caudal	164.586	Stenogobius_hawaiiensis	none	constant		waikea	2016	3.3	63.645	12.88	9.898	6.338	1.386	4.941381988	1		31	69.0378	68.9857	62.93223915	450.9520536	adult
sh_2016_21_la	1	Hawaii	Lateral	93.9737	Stenogobius_hawaiiensis	none	constant		waikea	2016	2.08	55.593	10.344	7.674	5.439	1.171	5.374419954	1		22	50.777	25.9705	125.1526409	2259.928351	adult
sh_2016_22_la	1	Hawaii	Lateral	71.8769	Stenogobius_hawaiiensis	none	constant		waikea	2016	3.2	70.027	13.751	10.412	7.231	1.767	5.092502363	1		57	60.7264	45.777	52.44051238	-435.615736	adult
sh_2016_23_cr	1	Hawaii	Cranial		Stenogobius_hawaiiensis	none	constant		waikea	2016	3.25	60.785	11.447	10.03	6.08	1.775	5.310124924	0							adult
sh_2016_24_ca	1	Hawaii	Caudal	171.4698	Stenogobius_hawaiiensis	none	constant		waikea	2016	2.59	54.139	10.078	8.512	5.234	1.575	5.371998412	1		14	43.6591	20.9377	126.6782915	2594.874731	adult
sh_2016_25_cr	1	Hawaii	Cranial	6.2955	Stenogobius_hawaiiensis	none	constant		waikea	2016	2.98	56.921	11.556	8.553	6.106	1.632	4.925666321	1		28	95.4845	98.6637	126.6304148	3379.864245	adult
sh_2016_26_la	1	Hawaii	Lateral	106.4549	Stenogobius_hawaiiensis	none	constant		waikea	2016	2.83	60.287	12.214	8.926	6.445	1.573	4.935893237	1		20	68.9737	49.9685	154.5780584	2635.901078	adult
sh_2016_27_ca	1	Hawaii	Caudal	165.7265	Stenogobius_hawaiiensis	none	constant		waikea	2016	2.65	54.34	10.671	7.058	5.656	1.425	5.092306251	1		13	39.888	15.4645	104.6723817	1316.870751	adult
sh_2016_28_ca	1	Hawaii	Caudal	159.8408	Stenogobius_hawaiiensis	none	constant		waikea	2016	1.64	50.266	9.383	6.802	4.859	1.584	5.357135245	1		20	49.0243	44.5412	60.60281391	289.7702282	adult
sh_2016_29_ca	1	Hawaii	Caudal	164.1257	Stenogobius_hawaiiensis	none	constant		waikea	2016	2.15	51.204	9.805	7.977	5.178	1.4	5.222233554	1		19	58.2152	46.4844	68.95714357	353.6896868	adult
sh_2016_30_cr	1	Hawaii	Cranial		Stenogobius_hawaiiensis	none	constant		waikea	2016	4.42	69.103	13.404	10.269	6.801	2.008	5.155401373	0							adult
sh_2016_31_ca	1	Hawaii	Caudal	163.7758	Stenogobius_hawaiiensis	none	constant		waikea	2016	3.53	65.155	13.337	9.009	6.563	2.288	4.885281548	1		18	16.2274	1.0867	53.21745977	93.68359748	adult
sh_2016_32_cr	1	Hawaii	Cranial	1.1611	Stenogobius_hawaiiensis	none	constant		waikea	2016	5.21	71.253	13.834	10.068	7.291	2.171	5.150571057	1		29	91.8283	91.9543	111.5933103	1023.993002	adult
sh_2016_33_la	1	Hawaii	Lateral	110.0856	Stenogobius_hawaiiensis	none	constant		waikea	2016	5.48	69.436	13.329	9.523	6.94	2.342	5.209393053	1		16	31.8569	15.6495	80.77964333	620.514682	adult
sh_2016_34_la	1	Hawaii	Lateral	95.4669	Stenogobius_hawaiiensis	none	constant		waikea	2016	2.26	56.189	9.855	6.635	5.184	1.453	5.701572806	1		23	90.947	79.3004	121.0137349	1960.332881	adult
sh_2016_35_cr	1	Hawaii	Cranial	1.0657	Stenogobius_hawaiiensis	none	constant		waikea	2016	4.2	67.484	13.504	10.244	6.729	2.314	4.997334123	1		22	57.4713	38.9165	142.6173903	2719.756751	adult
sh_2016_36_ca	1	Hawaii	Caudal	168.3558	Stenogobius_hawaiiensis	none	constant		waikea	2016	2	56.282	10.181	7.139	5.455	1.392	5.528140654	1		21	54.5369	49.0704	58.47354161	-53.14894008	adult
sh_2016_37_ca	1	Hawaii	Caudal	168.4202	Stenogobius_hawaiiensis	none	constant		waikea	2016	1.14	44.706	8.16	5.643	4.377	1.127	5.478676471	1		21	0.6964	46.6502	140.0793014	2305.02649	adult
sh_2016_38_cr	1	Hawaii	Cranial	0.3563	Stenogobius_hawaiiensis	none	constant		waikea	2016	2.34	57	10.9	8.063	5.625	1.415	5.229357798	1		22	99.4395	79.6711	153.6405991	3372.435512	adult
sh_2016_39_la	1	Hawaii	Lateral	89.2612	Stenogobius_hawaiiensis	none	constant		waikea	2016	4.43	63.747	12.878	10.552	6.699	2.084	4.950069887	1		18	46.604	24.402	136.242574	3087.603358	adult
sh_2016_40_la	1	Hawaii	Lateral	92.7872	Stenogobius_hawaiiensis	none	constant		waikea	2016	1.96	57.22	10.69	7.173	5.635	1.287	5.352666043	1		14	36.6465	7.8419	127.5848562	3376.1748	adult
sh_2016_41_cr	1	Hawaii	Cranial	1.0034	Stenogobius_hawaiiensis	none	constant		waikea	2016	1.79	48.786	9.552	7.373	4.581	1.959	5.10741206	1		19	93.9883	58.1597	129.3444461	2859.769917	adult
sh_2016_42_ca	1	Hawaii	Caudal	174.8388	Stenogobius_hawaiiensis	none	constant		waikea	2016	7.83	83.831	16.354	11.485	8.982	3.289	5.126024214	1		30	79.1042	79.1042	106.9922468	1894.667749	adult
sh_2016_43_la	1	Hawaii	Caudal	167.1734	Stenogobius_hawaiiensis	none	constant		waikea	2016	3.3	68.339	12.783	8.405	6.783	1.82	5.346084644	1		12	32.5415	8.6688	104.5903408	953.6581007	adult
sh_2016_44_la	1	Hawaii	Lateral		Stenogobius_hawaiiensis	none	constant		waikea	2016	3.06	63.843	11.98	9.522	6.283	1.621	5.329131886	0							adult
sh_2016_45_cr	1	Hawaii	Cranial	3.259	Stenogobius_hawaiiensis	none	constant		waikea	2016	4.49	71.338	13.774	9.819	7.34	1.665	5.179178162	1		23	86.2544	78.223	110.7681042	1200.45313	adult
sh_2016_46_la	1	Hawaii	Lateral		Stenogobius_hawaiiensis	none	constant		waikea	2016	2.75	59.759	10.848	7.928	5.79	1.873	5.508757375	0							adult
sh_2016_47_ca	1	Hawaii	Caudal	159.3984	Stenogobius_hawaiiensis	none	constant		waikea	2016	2.77	57.113	10.508	8.173	5.584	1.636	5.435192234	1		22	77.0384	61.1553	115.9193268	2005.091749	adult
sh_2016_48_la	1	Hawaii	Lateral		Stenogobius_hawaiiensis	none	constant		waikea	2016	4.85	74.976	14.49	11.723	7.774	2.565	5.174327122	0							adult
sh_2016_49_ca	1	Hawaii	Caudal		Stenogobius_hawaiiensis	none	constant		waikea	2016	2.37	55.378	10.39	7.322	5.524	1.4	5.329932628	0							adult
sh_2016_50_ca	1	Hawaii	Caudal	175.0053	Stenogobius_hawaiiensis	none	constant		waikea	2016	3.14	59.554	11.221	9.528	5.917	1.764	5.30737011	1		30	84.4992	84.4992	80.20540117	528.1749998	adult
sh_2016_51_cr	1	Hawaii	Cranial	8.527	Stenogobius_hawaiiensis	none	constant		waikea	2016	3.3	60.82	11.251	8.173	5.387	1.467	5.405741712	1		44	90.5564	90.1806	62.48213594	479.6939208	adult
sh_2016_52_la	1	Hawaii	Lateral		Stenogobius_hawaiiensis	none	constant		waikea	2016	3.63	66.975	13.279	8.254	6.813	1.358	5.043677988	0							adult
sh_2016_53_cr	1	Hawaii	Cranial	0.1915	Stenogobius_hawaiiensis	none	constant		waikea	2016	3.21	64.203	12.454	8.042	5.841	1.429	5.155211177	1		35	128.0741	123.5869	102.2144822	1994.56085	adult
sh_2016_54_cr	1	Hawaii	Cranial	2.7912	Stenogobius_hawaiiensis	none	constant		waikea	2016	3.65	59.32	11.489	8.534	5.615	1.306	5.163199582	1		23	61.5145	47.6724	131.0697031	1987.531389	adult
sh_2016_55_ca	1	Hawaii	Caudal	176.6476	Stenogobius_hawaiiensis	none	constant		waikea	2016	5.55	73.667	14.065	10.834	7.284	2.375	5.237611091	1		25	81.2519	88.4856	110.5715891	2120.882576	adult
sh_2016_56_la	1	Hawaii	Lateral	60.8709	Stenogobius_hawaiiensis	none	constant		waikea	2016	3.88	67.784	13.166	9.613	7.042	1.902	5.148412578	1		19	52.4609	26.2074			adult
sh_2016_58_cr	1	Hawaii	Cranial	8.2606	Stenogobius_hawaiiensis	none	constant		waikea	2016	2.85	56.644	11.133	8.501	5.606	1.401	5.087936765	1		20	36.1925				adult
sh_2016_59_ca	1	Hawaii	Caudal	155.2289	Stenogobius_hawaiiensis	none	constant		waikea	2016	2.2	56.17	10.787	6.728	5.465	1.411	5.207193844	1		18	43.6987	33.1019	89.75295569	934.9368607	adult
sh_2016_60_cr	1	Hawaii	Cranial	6.205	Stenogobius_hawaiiensis	none	constant		waikea	2016	1.27	47.854	9.033	5.559	4.32	1.227	5.297686261	1		36	119.2076	120.5246	92.70847378	948.7477965	adult
sh_2016_61_ca	1	Hawaii	Caudal		Stenogobius_hawaiiensis	none	constant		waikea	2016	2.21	55.448	10.304	7.876	5.212	1.685	5.38121118	0							adult
sh_2016_62_la	1	Hawaii	Lateral	95.8899	Stenogobius_hawaiiensis	none	constant		waikea	2016	1.68	47.188	8.14	6.276	4.433	1.758	5.797051597	1		13	30.2596	19.1001	115.5380904	2037.16585	adult
sh_2016_63_cr	1	Hawaii	Cranial		Stenogobius_hawaiiensis	none	constant		waikea	2016	2.95	53.594	9.721	8.067	5.348	1.428	5.513218805	0							adult
sh_2016_64_cr	1	Hawaii	Cranial	6.3947	Stenogobius_hawaiiensis	none	constant		waikea	2016	1.25	43.454	7.904	6.052	4.013	1.194	5.497722672	1		29	75.4963	75.9132	71.83755865	1263.829917	adult
sh_2016_65_la	1	Hawaii	Lateral		Stenogobius_hawaiiensis	none	constant		waikea	2016	2.52	54.682	10.688	7.329	5.363	1.681	5.11620509	0							adult
