id	trial	island	attack_direction	attack_angle	species	climbing_style	regime	order	location	year	weight	standard_length	max_height	max_width	ped_height	ped_width	fineness	response	latency	S1 Duration	Escape_Angle_S1	escape_angle_31	max_vel	max_accel	Age
Sl_111_cr	1	Reunion	Cranial	1	Sicyopterus lagocephalus	inching	diminished	3	reunion	2016		31.7	4.3	4.4	3.2	1.4	7.372093023	1		12	74.3903				juvenile
Sl_112_cr	1	Reunion	Cranial	17	Sicyopterus lagocephalus	inching	diminished	3	reunion	2016		24.9	3.3	3.5	2.3	1.1	7.545454545	1		17	73.3979		40.71019843	1956.875784	juvenile
Sl_113_ca	1	Reunion	Caudal		Sicyopterus lagocephalus	inching	diminished	3	reunion	2016		31.4	4.2	4.2	3.2	1.2	7.476190476	0		15					juvenile
Sl_114_cr	1	Reunion	Cranial		Sicyopterus lagocephalus	inching	diminished	3	reunion	2016		27.8	3.7	3.9	2.6	1.2	7.513513514	0							juvenile
Sl_115_ca	1	Reunion	Caudal	174	Sicyopterus lagocephalus	inching	diminished	3	reunion	2016		26.4	3.2	3.6	2.5	1	8.25	1			120.8621		27.7670372	339.207867	juvenile
Sl_116_cr	1	Reunion	Cranial		Sicyopterus lagocephalus	inching	diminished	3	reunion	2016		28.8	3.4	3.9	2.8	1.2	8.470588235	0		78					juvenile
Sl_117_ca	1	Reunion	Caudal	162	Sicyopterus lagocephalus	inching	diminished	3	reunion	2016		27.2	3.5	3.7	2.5	1.4	7.771428571	1			48.7938		82.87542263	1840.236027	juvenile
Sl_118_la	1	Reunion	Lateral	61	Sicyopterus lagocephalus	inching	diminished	3	reunion	2016		26.6	3.5	3.7	2.6	1.1	7.6	1		12	85.9826		91.00754324	1956.755868	juvenile
Sl_119_cr	1	Reunion	Cranial	3	Sicyopterus lagocephalus	inching	diminished	3	reunion	2016		27.3	3.3	3.5	2.5	1.2	8.272727273	1		16	104.4041		117.8971913	2971.412138	juvenile
Sl_120_ca	1	Reunion	Caudal		Sicyopterus lagocephalus	inching	diminished	3	reunion	2016		31	4.4	4.1	3.1	1.2	7.045454545	0		20					juvenile
Sl_121_la	1	Reunion	Lateral		Sicyopterus lagocephalus	inching	diminished	3	reunion	2016		26.7	3.5	3.5	2.5	1.2	7.628571429	0							juvenile
Sl_122_ca	1	Reunion	Caudal	176	Sicyopterus lagocephalus	inching	diminished	3	reunion	2016		25.3	3.3	3.8	2.4	1.2	7.666666667	1			92.1225		49.79726957	1310.430748	juvenile
Sl_123_ca	1	Reunion	Caudal	167	Sicyopterus lagocephalus	inching	diminished	3	reunion	2016		27.9	3.4	3.7	2.5	0.9	8.205882353	1		18	49.112		45.69177002	1334.000481	juvenile
Sl_124_ca	1	Reunion	Caudal		Sicyopterus lagocephalus	inching	diminished	3	reunion	2016		30.2	3.7	4.1	2.8	1.2	8.162162162	0		22					juvenile
Sl_125_ca	1	Reunion	Caudal		Sicyopterus lagocephalus	inching	diminished	3	reunion	2016		27.8	3.5	3.4	2.5	0.9	7.942857143	0							juvenile
Sl_126_ca	1	Reunion	Caudal		Sicyopterus lagocephalus	inching	diminished	3	reunion	2016		29.4	4.2	4.4	3.1	1.7	7	0							juvenile
Sl_127_ca	1	Reunion	Caudal	177	Sicyopterus lagocephalus	inching	diminished	3	reunion	2016		28.3	3.8	4.2	2.6	0.9	7.447368421	1			59.5048		54.37711898	1858.293195	juvenile
Sl_128_ca	1	Reunion	Caudal	174	Sicyopterus lagocephalus	inching	diminished	3	reunion	2016		26.6	3.3	3.4	2.6	1.1	8.060606061	1		15	49.9471		120.935499	5115.923763	juvenile
Sl_62_la	1	Reunion	Lateral	92	Sicyopterus lagocephalus	inching	diminished	3	reunion	2016		29.8	4	4.5	2.9	1.4	7.45	1			66.0112				juvenile
Sl_63_la	1	Reunion	Lateral	74	Sicyopterus lagocephalus	inching	diminished	3	reunion	2016		34.1	4.5	4.6	3.7	1.2	7.577777778	1		13	58.6479		135.3016478	4971.061578	juvenile
Sl_64_la	1	Reunion	Lateral		Sicyopterus lagocephalus	inching	diminished	3	reunion	2016		24.6	3.6	4.2	2.7	1.5	6.833333333	0		13					juvenile
Sl_65_la	1	Reunion	Caudal	176	Sicyopterus lagocephalus	inching	diminished	3	reunion	2016		28.7	4	4.1	2.9	0.9	7.175	1			52.3328		107.1818375	2535.243151	juvenile
Sl_66_la	1	Reunion	Lateral	73	Sicyopterus lagocephalus	inching	diminished	3	reunion	2016		28.3	3.7	4	2.9	0.9	7.648648649	1		11	77.7945		68.06127669	3085.159	juvenile
Sl_67_la	1	Reunion	Lateral		Sicyopterus lagocephalus	inching	diminished	3	reunion	2016		31.8	4.6	4.7	3.4	1.3	6.913043478	0		17					juvenile
Sl_68_la	1	Reunion	Lateral	75	Sicyopterus lagocephalus	inching	diminished	3	reunion	2016		31.1	4.3	4.3	3.1	1.2	7.23255814	1			87.5992		117.8186477	3366.178908	juvenile
Sl_69_ca	1	Reunion	Caudal	160	Sicyopterus lagocephalus	inching	diminished	3	reunion	2016		30	4.2	4.2	3	1.4	7.142857143	1		16	56.0026		120.5175324	3343.968551	juvenile
Sl_70_cr	1	Reunion	Cranial	3	Sicyopterus lagocephalus	inching	diminished	3	reunion	2016		30.3	4.6	4.2	3.2	1.2	6.586956522	1		12	70.5943		41.50036657	1585.651701	juvenile
Sl_71_la	1	Reunion	Lateral		Sicyopterus lagocephalus	inching	diminished	3	reunion	2016		29.2	3.8	3.4	2.9	1	7.684210526	0		20					juvenile
Sl_72_la	1	Reunion	Lateral	71	Sicyopterus lagocephalus	inching	diminished	3	reunion	2016		32	4.2	5	3.5	1.2	7.619047619	1			60.1202		72.56923707	766.1079269	juvenile
Sl_73_ca	1	Reunion	Caudal	169	Sicyopterus lagocephalus	inching	diminished	3	reunion	2016		28.9	3.6	3.7	2.8	1.1	8.027777778	1		15	51.638		71.80298841	1037.602576	juvenile
Sl_74_ca	1	Reunion	Caudal	169	Sicyopterus lagocephalus	inching	diminished	3	reunion	2016		27.3	3.5	3.9	2.5	1.1	7.8	1		14	56.5036		65.447971	1420.417009	juvenile
Sl_75_la	1	Reunion	Lateral		Sicyopterus lagocephalus	inching	diminished	3	reunion	2016		28.9	4	4.2	3	1.1	7.225	0							juvenile
Sl_76_cr	1	Reunion	Cranial		Sicyopterus lagocephalus	inching	diminished	3	reunion	2016		26.8	3.4	3.7	2.8	1	7.882352941	0							juvenile
Sl_77_cr	1	Reunion	Cranial	2	Sicyopterus lagocephalus	inching	diminished	3	reunion	2016		27.4	3.7	3.8	2.8	1	7.405405405	1			69.2466		94.0987848	2533.609244	juvenile
Sl_78_cr	1	Reunion	Cranial	5	Sicyopterus lagocephalus	inching	diminished	3	reunion	2016		36.7	5.2	5.3	4.1	1.6	7.057692308	1		15	79.9261		67.36673993	2733.71847	juvenile
Sl_79_cr	1	Reunion	Cranial	19	Sicyopterus lagocephalus	inching	diminished	3	reunion	2016		26.9	3.5	3.7	2.7	1.3	7.685714286	1		20	122.8067		90.78372097	2564.290646	juvenile
Sl_80_ca	1	Reunion	Caudal	169	Sicyopterus lagocephalus	inching	diminished	3	reunion	2016		27.6	3.5	3.7	2.8	1.3	7.885714286	1		22	58.3181		75.30818358	2336.875237	juvenile
Sl_81_ca	1	Reunion	Caudal	172	Sicyopterus lagocephalus	inching	diminished	3	reunion	2016		25	3.6	3.8	2.8	1	6.944444444	1		14	72.8592		74.81542558	1838.742525	juvenile
Sl_82_cr	1	Reunion	Cranial	10	Sicyopterus lagocephalus	inching	diminished	3	reunion	2016		27.4	3.9	3.8	2.8	1.1	7.025641026	1		13	58.5607		83.62550304	1919.121051	juvenile
Sl_83_cr	1	Reunion	Cranial	1	Sicyopterus lagocephalus	inching	diminished	3	reunion	2016		28.6	3.7	4.3	2.9	1.1	7.72972973	1		13	144.1201		71.75133091	2331.238848	juvenile
Sl_84_la	1	Reunion	Lateral		Sicyopterus lagocephalus	inching	diminished	3	reunion	2016		28.9	4	4.2	2.7	1.2	7.225	0		23					juvenile
Sl_85_la	1	Reunion	Lateral		Sicyopterus lagocephalus	inching	diminished	3	reunion	2016		28.8	4	4.3	2.8	1.4	7.2	0							juvenile
Sl_86_cr	1	Reunion	Cranial		Sicyopterus lagocephalus	inching	diminished	3	reunion	2016		28.6	4	3.7	2.7	1.3	7.15	1							juvenile
Sl_87_ca	1	Reunion	Caudal	165	Sicyopterus lagocephalus	inching	diminished	3	reunion	2016		27.8	3.7	3.7	2.6	1.4	7.513513514	1			36.4859		135.111933	4414.922216	juvenile
Sl_88_la	1	Reunion	Lateral	62	Sicyopterus lagocephalus	inching	diminished	3	reunion	2016		30.2	4	3.8	2.9	0.9	7.55	1		16	107.6295		103.6481889	2544.620122	juvenile
Sl_89_ca	1	Reunion	Caudal	162	Sicyopterus lagocephalus	inching	diminished	3	reunion	2016		26	3.5	3.7	2.6	1.3	7.428571429	1		23	45.3702		64.31901685	2349.769355	juvenile
Sl_90_la	1	Reunion	Lateral		Sicyopterus lagocephalus	inching	diminished	3	reunion	2016		30.5	4.2	4.4	3	1.4	7.261904762	0		13					juvenile
Sl_91_la	1	Reunion	Lateral	94	Sicyopterus lagocephalus	inching	diminished	3	reunion	2016		30.9	4.2	4.3	3.2	1.3	7.357142857	1			64.5193		133.738228	5044.502828	juvenile
Sl_92_la	1	Reunion	Lateral		Sicyopterus lagocephalus	inching	diminished	3	reunion	2016		30.4	4.2	4.2	3	1.3	7.238095238	0		13					juvenile
Sl_93_cr	1	Reunion	Cranial	5	Sicyopterus lagocephalus	inching	diminished	3	reunion	2016		30.1	4.3	4.1	3	1.1	7	1			61.1846		34.90576074	699.1738474	juvenile
Sl_94_la	1	Reunion	Cranial	52	Sicyopterus lagocephalus	inching	diminished	3	reunion	2016		29.7	4	4.1	3.1	1.4	7.425	1		17	76.5165		62.00111576	2302.021631	juvenile
Sl_95_cr	1	Reunion	Cranial	23	Sicyopterus lagocephalus	inching	diminished	3	reunion	2016		27.8	3.7	3.8	2.7	1.3	7.513513514	1		19	95.6622		76.30886248	1796.320016	juvenile
Sl_96_la	1	Reunion	Cranial	55	Sicyopterus lagocephalus	inching	diminished	3	reunion	2016		24.9	3.1	3.4	2.4	1.3	8.032258065	1		23	67.6318		113.3569094	3601.387916	juvenile
Sl_97_la	1	Reunion	Lateral	97	Sicyopterus lagocephalus	inching	diminished	3	reunion	2016		29.3	4	4.2	2.9	1.3	7.325	1		11	33.3499		74.30630695	2182.547317	juvenile
Sl_98_cr	1	Reunion	Cranial	9	Sicyopterus lagocephalus	inching	diminished	3	reunion	2016		29.5	3.8	4	3	1.2	7.763157895	1		16	122.3681		97.29928042	2750.077703	juvenile
cb_00_01	1	Hawaii	Caudal	162	Sicyopterus_stimpsoni	inching	free	5	hakalau	2014							8.248107364	1		20	72.4601	36.6806	73.32326668	1406.110937	juvenile
cb_00_02	1	Hawaii	Caudal	153	Sicyopterus_stimpsoni	inching	free	5	hakalau	2014							9.965350877	1		10	53.7645	36.1988	104.1913019	2975.829826	juvenile
cb_00_03	1	Hawaii	Caudal	179	Sicyopterus_stimpsoni	inching	free	5	hakalau	2014							8.431435964	1		15	58.2485	58.2485	124.3844412	2823.065462	juvenile
cb_00_04	1	Hawaii	Caudal	157	Sicyopterus_stimpsoni	inching	free	5	hakalau	2014							7.715123859	1		13	50.3754	2.2872	79.3777106	1830.611817	juvenile
cb_00_05	1	Hawaii	Caudal	163	Sicyopterus_stimpsoni	inching	free	5	hakalau	2014							8.140080429	1		14	41.0421	14.7941	110.4778711	3858.5779	juvenile
cb_00_06	1	Hawaii	Caudal	170	Sicyopterus_stimpsoni	inching	free	5	hakalau	2014							8.259642147	1		17	77.2181	33.1463	110.4017192	2864.713959	juvenile
cb_00_07	1	Hawaii	Caudal	176	Sicyopterus_stimpsoni	inching	free	5	hakalau	2014							7.955004891	1							juvenile
cb_00_08	1	Hawaii	Caudal	178	Sicyopterus_stimpsoni	inching	free	5	hakalau	2014							7.963320463	1		13	33.1859	5.8997	111.304121	3156.656139	juvenile
cb_00_09	1	Hawaii	Caudal	162	Sicyopterus_stimpsoni	inching	free	5	hakalau	2014							9.642616034	1		14	80.6485	89.1631	105.3317462	3106.971796	juvenile
cb_00_10	1	Hawaii	Caudal	156	Sicyopterus_stimpsoni	inching	free	5	hakalau	2014							8.229508197	1		14	43.3176	22.0176	70.72694952	874.6249483	juvenile
cb_00_11	1	Hawaii	Caudal	169	Sicyopterus_stimpsoni	inching	free	5	hakalau	2014							7.523059185	1		17	53.1332	13.0861	95.17738947	2169.305897	juvenile
cb_00_12	1	Hawaii	Caudal	162	Sicyopterus_stimpsoni	inching	free	5	hakalau	2014							7.823598589	0				63.9922			juvenile
cb_00_13	1	Hawaii	Caudal	168	Sicyopterus_stimpsoni	inching	free	5	hakalau	2014							8.226161369	1		17	51.3865	10.4553	96.21102567	1744.039731	juvenile
cb_00_14	1	Hawaii	Caudal	168	Sicyopterus_stimpsoni	inching	free	5	hakalau	2014							8.813541667	1		22	97.953	31.4522	65.93479928	865.8888129	juvenile
cb_00_15	1	Hawaii	Caudal	155	Sicyopterus_stimpsoni	inching	free	5	hakalau	2014							8.247037037	1		14	55.4439	46.8871	96.53520207	2533.798822	juvenile
cb_00_16	1	Hawaii	Caudal	177	Sicyopterus_stimpsoni	inching	free	5	hakalau	2014							8.06852459	1		17	72.1201	3.7955	109.2577882	2627.922186	juvenile
cb_00_17	1	Hawaii	Caudal	178	Sicyopterus_stimpsoni	inching	free	5	hakalau	2014							8.05316847	1		16	84.4283	26.9497	88.76184828	2019.958579	juvenile
cb_00_18	1	Hawaii	Caudal	179	Sicyopterus_stimpsoni	inching	free	5	hakalau	2014							8.105025773	1		15	53.1871	36.4911	115.8266316	3227.178175	juvenile
cb_00_19	1	Hawaii	Caudal	180	Sicyopterus_stimpsoni	inching	free	5	hakalau	2014							8.322528363	1		12	48.0479	75.4204	77.05970603	2369.611489	juvenile
cb_00_20	1	Hawaii	Caudal	156	Sicyopterus_stimpsoni	inching	free	5	hakalau	2014							7.900143164	1				22.4138			juvenile
cf_00_01	1	Hawaii	Cranial		Sicyopterus_stimpsoni	inching	free	5	hakalau	2014							7.941767068	1		16		0.3671	85.40573733	1300.424857	juvenile
cf_00_02	1	Hawaii	Cranial	24	Sicyopterus_stimpsoni	inching	free	5	hakalau	2014							8.296409214	1		17	114.7588	61.8922	119.8120381	2725.483575	juvenile
cf_00_03	1	Hawaii	Cranial	41	Sicyopterus_stimpsoni	inching	free	5	hakalau	2014							7.225255032	1		19	126.6537	66.7933	100.8081141	2064.355668	juvenile
cf_00_04	1	Hawaii	Cranial	13	Sicyopterus_stimpsoni	inching	free	5	hakalau	2014							8.34040532	1		13	82.0495	50.9334	102.19371	1836.39773	juvenile
cf_00_05	1	Hawaii	Cranial	6	Sicyopterus_stimpsoni	inching	free	5	hakalau	2014							7.350731707	0				1.1082			juvenile
cf_00_06	1	Hawaii	Cranial	22	Sicyopterus_stimpsoni	inching	free	5	hakalau	2014							6.890504705	1		22	83.0574	65.0666	60.75511513	876.4960931	juvenile
cf_00_07	1	Hawaii	Cranial		Sicyopterus_stimpsoni	inching	free	5	hakalau	2014							7.493917892	1		17			122.8389778	3372.610507	juvenile
cf_00_08	1	Hawaii	Cranial	37	Sicyopterus_stimpsoni	inching	free	5	hakalau	2014							8.651054506	1		15	71.8327	110.0557	118.0261188	4290.94243	juvenile
cf_00_09	1	Hawaii	Cranial	25	Sicyopterus_stimpsoni	inching	free	5	hakalau	2014							8.074993182	1		15	99.5491	104.0335	113.3303819	2701.374944	juvenile
cf_00_10	1	Hawaii	Cranial	18	Sicyopterus_stimpsoni	inching	free	5	hakalau	2014							7.836378291	1		14	63.334	29.1497	81.46176406	1893.655712	juvenile
cf_00_11	1	Hawaii	Cranial	4	Sicyopterus_stimpsoni	inching	free	5	hakalau	2014							8.128476495	1		22	118.0021	76.2267	109.6831776	3104.96312	juvenile
cf_00_12	1	Hawaii	Cranial	15	Sicyopterus_stimpsoni	inching	free	5	hakalau	2014							7.605544747	1		19	83.5644	41.6601			juvenile
cf_00_13	1	Hawaii	Cranial	8	Sicyopterus_stimpsoni	inching	free	5	hakalau	2014							7.832505879	1		20	83.1354	41.4223	56.05866272	716.8945396	juvenile
cf_00_14	1	Hawaii	Cranial	46	Sicyopterus_stimpsoni	inching	free	5	hakalau	2014							7.38089421	1				27.2978			juvenile
cf_00_15	1	Hawaii	Cranial	53	Sicyopterus_stimpsoni	inching	free	5	hakalau	2014							7.584412153	1		25	50.479	10.0422	88.34047455	2552.867173	juvenile
cf_00_16	1	Hawaii	Cranial	35	Sicyopterus_stimpsoni	inching	free	5	hakalau	2014							8.361725067	1		27					juvenile
cf_00_17	1	Hawaii	Cranial		Sicyopterus_stimpsoni	inching	free	5	hakalau	2014							7.994442901	0				50.7091			juvenile
cf_00_18	1	Hawaii	Cranial	13	Sicyopterus_stimpsoni	inching	free	5	hakalau	2014							8.675595238	1		27	124.1676	119.0439	83.49411689	1484.034933	juvenile
cf_00_20	1	Hawaii	Cranial	7	Sicyopterus_stimpsoni	inching	free	5	hakalau	2014							8.016023739	1		36	22.8846	16.3107	46.08376681	1647.122745	juvenile
cs_00_01	1	Hawaii	Lateral	72	Sicyopterus_stimpsoni	inching	free	5	hakalau	2014							8.932436975	1		11	30.955	6.2102	55.58538784	931.8112072	juvenile
cs_00_02	1	Hawaii	Lateral	92	Sicyopterus_stimpsoni	inching	free	5	hakalau	2014							9.663424125	1		16	65.4898	23.495	113.2529708	4023.016416	juvenile
cs_00_03	1	Hawaii	Lateral	100	Sicyopterus_stimpsoni	inching	free	5	hakalau	2014							8.143973214	1		12					juvenile
cs_00_04	1	Hawaii	Lateral	114	Sicyopterus_stimpsoni	inching	free	5	hakalau	2014							9.119210632	1		14	63.2989				juvenile
cs_00_05	1	Hawaii	Lateral	116	Sicyopterus_stimpsoni	inching	free	5	hakalau	2014							8.814417635	1		14	70.9359	35.4399	113.2202238	3687.308298	juvenile
cs_00_06	1	Hawaii	Lateral	100	Sicyopterus_stimpsoni	inching	free	5	hakalau	2014							7.805911681	0							juvenile
cs_00_07b	1	Hawaii	Lateral	90	Sicyopterus_stimpsoni	inching	free	5	hakalau	2014							8.083497884	1		10	35.9932		91.30530004	2476.733041	juvenile
cs_00_08	1	Hawaii	Lateral	66	Sicyopterus_stimpsoni	inching	free	5	hakalau	2014							8.363268608	1		24	156.8575	109.4675	117.3089502	2671.774526	juvenile
cs_00_09	1	Hawaii	Caudal	147	Sicyopterus_stimpsoni	inching	free	5	hakalau	2014							7.474720467	1		16	57.3189	58.0067	78.00918246	1814.171401	juvenile
cs_00_10	1	Hawaii	Caudal	174	Sicyopterus_stimpsoni	inching	free	5	hakalau	2014							8.294912331	1		11					juvenile
cs_00_12	1	Hawaii	Lateral	71	Sicyopterus_stimpsoni	inching	free	5	hakalau	2014							8.341763943	0							juvenile
cs_00_13	1	Hawaii	Caudal	151	Sicyopterus_stimpsoni	inching	free	5	hakalau	2014							8.019181946	1		22		39.6892	108.7435097	2179.17773	juvenile
cs_00_14	1	Hawaii	Lateral	93	Sicyopterus_stimpsoni	inching	free	5	hakalau	2014							7.896877956	1							juvenile
cs_00_15	1	Hawaii	Lateral	80	Sicyopterus_stimpsoni	inching	free	5	hakalau	2014							7.672708706	0							juvenile
cs_00_16	1	Hawaii	Caudal	158	Sicyopterus_stimpsoni	inching	free	5	hakalau	2014							8.206529625	1		24	26.4705	10.004			juvenile
cs_00_17	1	Hawaii	Lateral	110	Sicyopterus_stimpsoni	inching	free	5	hakalau	2014							7.828687573	1		13	59.7762	77.9107	115.3889931	4292.508533	juvenile
cs_00_18	1	Hawaii	Lateral	97	Sicyopterus_stimpsoni	inching	free	5	hakalau	2014							7.203583873	1		13	37.7464	36.0538	77.9287957	2585.923404	juvenile
cs_00_19	1	Hawaii	Caudal	133	Sicyopterus_stimpsoni	inching	free	5	hakalau	2014							8.597222222	1		12			95.24201156	2061.19813	juvenile
cs_00_20	1	Hawaii	Lateral	114	Sicyopterus_stimpsoni	inching	free	5	hakalau	2014							8.356032778	1		16	56.9165	24.682	54.77545054	602.3726698	juvenile
cs_00_21	1	Hawaii	Lateral	75	Sicyopterus_stimpsoni	inching	free	5	hakalau	2014							7.851184518	1			17.2474	14.2671			juvenile
cs_00_22	1	Hawaii	Lateral	81	Sicyopterus_stimpsoni	inching	free	5	hakalau	2014							8.196908355	0							juvenile
cs_00_23	1	Hawaii	Lateral	74	Sicyopterus_stimpsoni	inching	free	5	hakalau	2014							7.89363191	1			143.7317	133.916	128.9233732	3789.813548	juvenile
cs_00_24	1	Hawaii	Lateral	74	Sicyopterus_stimpsoni	inching	free	5	hakalau	2014							8.322325421	1			108.829	20.5447	111.0812116	3991.642532	juvenile
cs_00_25	1	Hawaii	Caudal	146	Sicyopterus_stimpsoni	inching	free	5	hakalau	2014							7.979425328	1			108.829	72.5555	90.20354687	3038.152257	juvenile
cs_00_26	1	Hawaii	Lateral		Sicyopterus_stimpsoni	inching	free	5	hakalau	2014							7.25828684	1			64.8867	22.1062	110.1728663	3179.193305	juvenile
cs_00_27	1	Hawaii	Lateral	107	Sicyopterus_stimpsoni	inching	free	5	hakalau	2014							8.041853513	0							juvenile
cs_00_28	1	Hawaii	Caudal	151	Sicyopterus_stimpsoni	inching	free	5	hakalau	2014							8.06543495	1			87.7485	85.088	47.11183335	543.4200291	juvenile
cs_00_30	1	Hawaii	Lateral	74	Sicyopterus_stimpsoni	inching	free	5	hakalau	2014							8.639399625	1			87.5769	18.0118	127.4016256	3323.253495	juvenile
ss_2016_01_la	2	Hawaii	Lateral		Sicyopterus_stimpsoni	inching	free	6	hakalau	2016	1.57	51.367	7.811	7.723	4.912	1.404	6.576238638	0							adult
ss_2016_02_ca	2	Hawaii	Caudal	170.9984	Sicyopterus_stimpsoni	inching	free	6	hakalau	2016	0.88	38.872	5.94	6.095	3.609	0.821	6.544107744	1		39	79.6196	74.9285	37.96340531	-158.8481914	adult
ss_2016_03_ca	2	Hawaii	Caudal	164.6794	Sicyopterus_stimpsoni	inching	free	6	hakalau	2016	4.03	64.948	9.794	9.647	7.038	2.37	6.631406984	1		23	69.3689	60.7913	153.7112435	2454.2147	adult
ss_2016_04_cr	3	Hawaii	Cranial		Sicyopterus_stimpsoni	inching	free	6	hakalau	2016	2.62	59.222	9.112	8.371	5.364	1.739	6.499341528	0							adult
ss_2016_05_ca	3	Hawaii	Caudal	146.4679	Sicyopterus_stimpsoni	inching	free	6	hakalau	2016	0.75	40.221	5.438	5.351	3.245	1.053	7.396285399	1		49	86.1942	93.1704	65.57124807	683.1207632	adult
ss_2016_06_ca	3	Hawaii	Caudal	155.5581	Sicyopterus_stimpsoni	inching	free	6	hakalau	2016	2.23	53.79	8.616	8.107	5.636	1.6	6.243036212	1		16	41.5338	11.9355	141.8237346	3281.141749	adult
ss_2016_07_ca	3	Hawaii	Caudal	178.116	Sicyopterus_stimpsoni	inching	free	6	hakalau	2016	1.52	45.518	4.163	7.338	7.047	1.206	10.93394187	1		29	74.3935	73.5095	94.04016691	2025.164766	adult
ss_2016_08_cr	2	Hawaii	Cranial		Sicyopterus_stimpsoni	inching	free	6	hakalau	2016	1.85	48.986	8.404	8.388	4.945	1.385	5.828891004	0							adult
ss_2016_09_ca	1	Hawaii	Caudal	170.4384	Sicyopterus_stimpsoni	inching	free	6	hakalau	2016	0.94	42.106	6.495	6.504	3.502	1.16	6.482832948	1		26	77.0243	71.2788	117.5893011	2098.731209	adult
ss_2016_10_la	2	Hawaii	Cranial	47.4546	Sicyopterus_stimpsoni	inching	free	6	hakalau	2016	6.18	71.939	12.832	11.26	8.967	2.383	5.606218828	1		27	63.7889	63.232	91.59837694	1212.643472	adult
ss_2016_11_cr	1	Hawaii	Cranial	0.4667	Sicyopterus_stimpsoni	inching	free	6	hakalau	2016	2.23	51.26	8.447	8.537	4.845	2.083	6.06842666	1		34	120.8266	115.9164			adult
ss_2016_12_ca	1	Hawaii	Caudal		Sicyopterus_stimpsoni	inching	free	6	hakalau	2016	4.08	68.626	10.232	10.288	7.595	2.173	6.706997654	0							adult
ss_2016_13_la	3	Hawaii	Lateral	96.9983	Sicyopterus_stimpsoni	inching	free	6	hakalau	2016	1.54	44.164	7.3	5.753	4.472	1.512	6.049863014	1		20	41.2186	12.1088	149.068865	2651.962267	adult
ss_2016_14_cr	3	Hawaii	Cranial	1.2847	Sicyopterus_stimpsoni	inching	free	6	hakalau	2016	1.46	49.753	7.806	6.503	4.777	1.358	6.373686908	1		20	56.1171	39.4734	86.31060706	2065.605607	adult
ss_2016_15_la	1	Hawaii	Lateral	107.3459	Sicyopterus_stimpsoni	inching	free	6	hakalau	2016	1.36	43.245	6.73	6.432	4.227	1.646	6.425705795	1		23	72.6737	71.6777	43.92528654	-83.12967599	adult
ss_2016_16_la	3	Hawaii	Lateral		Sicyopterus_stimpsoni	inching	free	6	hakalau	2016	1.71	46.736	7.651	7.382	4.719	1.413	6.108482551	0							adult
ss_2016_17_la	2	Hawaii	Lateral	73.4017	Sicyopterus_stimpsoni	inching	free	6	hakalau	2016	1.87	54.556	7.96	7.389	5.521	1.581	6.853768844	1		23	68.8047	52.3526	96.94349903	1203.15297	adult
ss_2016_18_cr	1	Hawaii	Cranial		Sicyopterus_stimpsoni	inching	free	6	hakalau	2016	2.14	52.832	7.862	7.824	2.106	1.725	6.719918596	0							adult
ss_2016_19_la	2	Hawaii	Lateral	119.2389	Sicyopterus_stimpsoni	inching	free	6	hakalau	2016	1.56	50.414	7.551	5.978	4.873	1.452	6.676466693	1		29	109.8035	107.9052	134.247624	1870.912403	adult
ss_2016_20_cr	3	Hawaii	Cranial		Sicyopterus_stimpsoni	inching	free	6	hakalau	2016	1.51	51.14	7.709	7.103	4.988	1.654	6.633804644	0							adult
ss_2016_21_ca	1	Hawaii	Caudal	173.5662	Sicyopterus_stimpsoni	inching	free	6	hakalau	2016	1.94	53.248	7.957	7.672	5.665	1.537	6.691969335	1		29	70.7859	70.3347	81.09277627	1127.00996	adult
ss_2016_22_la	3	Hawaii	Lateral	68.2389	Sicyopterus_stimpsoni	inching	free	6	hakalau	2016	1.42	47.301	6.433	6.471	4.481	1.628	7.352868024	1		42	158.8038	122.0322			adult
ss_2016_23_cr	2	Hawaii	Cranial	2.7863	Sicyopterus_stimpsoni	inching	free	6	hakalau	2016	1.3	52.225	7.369	6.378	5.137	1.379	7.087121726	1		24	82.4923	64.1887	148.5390872	2783.30635	adult
ss_2017_08_ca	2	Hawaii	Caudal	151.09	Sicyopterus_stimpsoni	inching	constant		nanue1	2017	1.32	48.6	6.7	8	4.2	1.3	7.253731343	1	95	26	102.24		54.75917974	993.2617518	adult
ss_2017_09_ca	3	Hawaii	Caudal		Sicyopterus_stimpsoni	inching	constant		nanue1	2017	1.33	44.1	6.7	6.9	4.2	1.8	6.582089552	0							adult
ss_2017_10_cr	1	Hawaii	Cranial	1.28	Sicyopterus_stimpsoni	inching	constant		nanue1	2017	1.72	50.3	8	6.5	4.8	2.2	6.2875	1	101	23	99.99		56.20957733	972.4217407	adult
ss_2017_11_cr	1	Hawaii	Cranial		Sicyopterus_stimpsoni	inching	constant		nanue1	2017	1.55	44.1	7	8	4.2	1.7	6.3	0							adult
ss_2017_12_la	3	Hawaii	Lateral		Sicyopterus_stimpsoni	inching	constant		nanue1	2017	2.2	53.7	8.3	8.5	5.4	2.3	6.469879518	0							adult
ss_2017_13_ca	1	Hawaii	Caudal	159.13	Sicyopterus_stimpsoni	inching	constant		nanue1	2017	5.375	69.5	11.6	11.6	7	3.2	5.99137931	1	124	19	55.64	43.36	127.1093087	2267.709375	adult
